MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
20,9742,1,3,3,4,0,5,2,2,0,2,8,5,2002,2002,3,1,2,4,2,1,0,1,1795,0,0,1795,2,0,3,1,7,1,2,171,159,0,0,0,0,0,9,2008,4,230000
120,4224,1,3,3,4,0,10,2,2,4,2,5,7,1976,1976,1,1,3,4,2,1,4,1,1060,0,0,1060,1,0,3,1,6,1,2,100,110,0,0,0,0,0,6,2007,4,129900
20,8246,1,0,3,4,0,19,2,2,0,2,5,8,1968,2001,1,1,3,2,1,1,0,1,1060,0,0,1060,1,0,3,1,6,1,2,406,90,0,0,0,0,0,5,2010,4,154000
20,14230,1,3,3,0,0,16,2,2,0,2,8,5,2007,2007,1,1,2,4,2,1,0,1,1600,0,0,1600,2,0,3,1,7,1,2,0,56,0,0,0,0,0,7,2009,4,256300
20,7200,1,3,3,0,0,12,2,2,0,2,5,7,1951,2000,1,1,3,4,1,1,4,1,900,0,0,900,1,0,3,1,5,0,2,222,32,0,0,0,0,0,5,2010,4,134800
20,11478,1,3,3,4,0,16,2,2,0,2,8,5,2007,2008,1,1,2,4,2,1,0,1,1704,0,0,1704,2,0,3,1,7,1,2,0,50,0,0,0,0,0,5,2010,4,306000
20,16321,1,0,3,1,0,12,2,2,0,2,5,6,1957,1997,1,1,3,4,1,1,4,1,1600,0,0,1600,1,0,2,1,6,2,2,288,258,0,0,0,0,0,12,2006,4,207500
30,6324,1,0,3,4,0,3,1,7,0,2,4,6,1927,1950,1,1,3,4,0,1,1,0,520,0,0,520,1,0,1,1,4,0,2,49,0,87,0,0,0,0,5,2008,4,68500
70,8500,1,3,3,4,0,9,1,2,0,5,4,4,1920,1950,2,1,3,1,0,1,4,0,649,668,0,1317,1,0,3,1,6,0,0,0,54,172,0,0,0,0,7,2008,4,40000
20,8544,1,0,3,1,0,19,2,2,0,2,5,6,1966,2006,1,1,3,4,1,1,2,1,1228,0,0,1228,1,1,3,1,6,0,2,0,65,0,0,0,0,0,6,2008,4,149350
20,11049,1,3,3,0,0,5,2,2,0,2,8,5,2007,2007,1,1,2,4,2,1,0,1,1234,0,0,1234,2,0,3,1,7,0,2,0,30,0,0,0,0,0,1,2008,4,179900
20,10552,1,0,3,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,4,1,1,2,1,1700,0,0,1700,1,1,4,1,6,1,2,0,38,0,0,0,0,0,4,2010,4,165500
120,7313,1,3,3,4,0,16,2,2,4,2,9,5,2005,2005,3,1,0,4,2,1,0,1,1561,0,0,1561,2,0,2,1,6,1,2,203,47,0,0,0,0,0,8,2007,4,277500
60,13418,1,3,3,4,0,16,2,2,0,5,8,5,2004,2005,1,1,2,4,2,1,0,1,1132,1320,0,2452,3,1,4,1,9,1,2,113,32,0,0,0,0,0,9,2006,4,309000
20,10859,1,3,3,0,0,5,2,2,0,2,5,5,1994,1995,1,1,3,4,2,1,0,1,1097,0,0,1097,1,1,3,1,6,0,2,392,64,0,0,0,0,0,6,2009,4,145000
20,8532,1,3,3,4,0,12,2,2,0,2,5,6,1954,1990,3,1,3,4,1,1,2,1,1297,0,0,1297,1,0,3,1,5,1,2,0,0,0,0,0,0,0,10,2009,4,153000
20,7922,1,3,3,4,0,12,2,2,0,2,5,7,1953,2007,1,1,3,2,1,1,4,1,1057,0,0,1057,1,0,3,1,5,0,2,0,52,0,0,0,0,0,1,2010,0,109000
90,6040,1,3,3,4,0,7,2,2,2,2,4,5,1955,1955,1,1,3,4,2,1,4,0,1152,0,0,1152,2,0,2,2,6,0,0,0,0,0,0,0,0,0,6,2008,1,82000
20,8658,1,3,3,4,0,12,2,2,0,2,6,5,1965,1965,1,1,3,4,1,1,0,1,1324,0,0,1324,2,0,3,1,6,1,2,0,138,0,0,0,0,0,12,2006,0,160000
20,16905,1,3,3,4,0,23,2,2,0,2,5,6,1959,1959,1,1,3,2,1,1,2,1,1328,0,0,1328,1,1,2,1,5,2,1,0,104,0,0,0,0,0,7,2007,4,170000
85,9180,1,0,3,1,0,20,2,2,0,6,5,7,1983,1983,1,1,3,4,1,1,2,1,884,0,0,884,1,0,2,1,5,0,2,240,0,0,0,0,0,0,12,2007,4,144000
20,9200,1,0,3,1,0,5,2,2,0,2,5,6,1975,1980,3,1,3,4,1,1,4,1,938,0,0,938,1,0,3,1,5,0,2,145,0,0,0,0,0,0,7,2008,4,130250
20,7945,1,3,3,4,0,12,2,2,0,2,5,6,1959,1959,1,1,3,4,1,1,0,1,1150,0,0,1150,1,0,3,1,6,0,2,0,0,0,0,0,0,0,5,2006,4,141000
120,7658,1,3,3,4,0,16,2,2,4,2,9,5,2005,2005,3,1,0,4,2,1,0,1,1752,0,0,1752,2,0,2,1,6,1,2,196,82,0,0,0,0,0,2,2010,4,319900
50,12822,1,0,3,1,0,11,2,2,0,0,7,5,2003,2003,1,1,2,4,2,1,0,1,1518,631,0,2149,1,1,1,1,6,1,2,168,43,0,0,198,0,0,8,2009,0,239686
20,11096,1,3,3,4,0,21,2,2,0,2,8,5,2006,2006,1,1,2,4,2,1,0,1,1656,0,0,1656,2,0,3,1,7,0,2,0,146,0,0,0,0,0,7,2007,4,249700
190,4456,1,3,3,4,0,17,2,2,1,5,4,5,1920,2008,1,1,3,4,0,1,2,1,736,716,0,1452,2,0,2,3,8,0,0,0,0,102,0,0,0,0,6,2009,5,113000
20,7742,1,3,3,4,0,19,2,2,0,2,5,7,1966,1966,1,1,3,4,1,1,0,1,955,0,0,955,1,0,3,1,6,0,2,0,0,0,0,0,0,0,1,2007,4,127000
60,13869,1,1,3,0,0,8,2,2,0,5,6,6,1997,1997,1,1,3,4,2,1,2,1,794,676,0,1470,2,0,3,1,6,0,2,0,75,0,0,0,0,0,7,2007,4,177000
50,6240,1,3,3,4,0,3,2,2,0,0,6,6,1934,1950,1,1,3,4,2,1,4,1,816,0,360,1176,1,0,3,1,6,1,2,112,0,0,0,0,0,400,9,2006,4,114500
90,8472,0,1,0,0,1,9,8,2,2,2,5,5,1963,1963,1,1,1,4,1,1,4,0,816,0,0,816,1,0,2,1,5,0,2,106,0,0,0,0,0,0,5,2010,4,110000
20,50271,1,0,2,4,0,24,2,2,0,2,9,5,1981,1987,1,7,2,4,1,1,2,1,1842,0,0,1842,0,1,0,1,5,1,2,857,72,0,0,0,0,0,11,2006,4,385000
80,7134,1,3,0,4,1,12,2,2,0,7,5,5,1955,1955,1,1,3,4,1,1,4,1,1360,0,0,1360,1,0,3,1,6,1,2,0,50,0,0,0,0,0,2,2007,4,130000
20,10175,1,0,3,4,0,12,2,2,0,2,6,5,1964,1964,1,1,3,4,1,1,2,1,1425,0,0,1425,2,0,3,1,7,1,2,0,0,0,407,0,0,0,7,2008,4,180500
160,2645,1,3,3,4,0,21,2,2,3,5,8,5,1999,2000,1,1,2,4,2,1,0,1,983,756,0,1739,2,1,3,1,7,0,2,115,0,0,0,0,0,0,8,2009,0,172500
60,11645,1,0,3,0,0,5,2,2,0,5,7,5,2004,2004,1,1,2,4,2,1,0,1,860,860,0,1720,2,1,3,1,7,0,2,0,70,0,0,0,0,0,8,2006,4,196500
60,13682,1,1,1,1,0,22,2,2,0,5,10,5,2006,2006,3,1,0,4,2,1,0,1,1426,1519,0,2945,3,1,3,1,10,1,2,192,0,37,0,0,0,0,10,2006,5,438780
20,7200,1,3,0,4,0,5,2,2,0,2,5,7,1972,1972,1,1,3,4,1,1,0,1,780,0,0,780,1,0,2,1,4,0,2,196,0,0,0,0,0,0,1,2008,4,124900
20,13072,1,3,3,4,0,20,5,2,0,2,6,5,2004,2004,1,1,3,4,2,1,0,1,1158,0,0,1158,1,1,3,1,5,0,2,0,50,0,0,0,0,0,5,2006,5,158000
75,7200,1,3,3,4,0,9,2,2,0,4,5,7,1920,1996,1,1,3,4,0,1,4,0,581,530,0,1111,1,0,3,1,6,0,0,0,0,144,0,0,0,0,3,2007,4,101000
120,6442,1,0,3,4,0,16,2,2,4,2,8,5,2006,2006,1,1,2,4,2,1,0,1,1370,0,0,1370,2,0,2,1,6,1,2,120,49,0,0,0,0,0,10,2007,4,202500
70,10300,1,0,0,4,0,17,6,1,0,5,7,6,1921,1950,1,1,3,4,0,1,2,1,902,808,0,1710,2,0,3,1,9,0,2,12,11,64,0,0,0,0,4,2010,4,140000
60,9375,1,3,3,4,0,5,2,2,0,5,7,5,1997,1998,1,1,3,4,2,1,0,1,1057,977,0,2034,2,1,3,1,8,0,2,576,36,0,0,0,0,0,2,2009,4,219500
60,9591,1,3,3,4,0,16,2,2,0,5,8,5,2004,2005,1,1,2,4,2,1,0,1,1143,1330,0,2473,2,1,4,1,9,1,2,192,151,0,0,0,0,0,10,2007,4,317000
20,19900,1,3,3,4,0,12,3,2,0,2,7,5,1970,1989,1,1,3,4,1,1,4,1,2207,0,0,2207,2,0,3,1,7,1,2,301,0,0,0,0,0,0,7,2010,4,180000
20,10665,1,0,3,4,0,5,2,2,0,2,7,5,2003,2003,1,1,2,4,2,1,0,1,1479,0,0,1479,2,0,3,1,7,0,2,144,29,0,0,0,0,0,6,2007,4,226000
30,4608,1,3,3,0,0,17,0,2,0,2,4,6,1945,1950,1,1,3,2,1,1,4,1,747,0,0,747,1,0,2,1,4,0,2,0,0,0,0,0,0,0,6,2010,4,80000
50,15593,1,3,3,0,0,4,2,2,0,0,7,4,1953,1953,1,1,2,4,1,2,4,1,1304,983,0,2287,2,0,3,1,7,1,2,0,21,114,0,0,0,0,7,2006,4,225000
20,13651,1,0,3,4,0,12,2,2,0,2,7,6,1973,1973,1,1,3,2,1,1,0,1,2223,0,0,2223,2,0,3,1,8,2,2,300,0,0,0,0,0,0,2,2007,4,244000
20,7599,1,3,3,0,0,11,2,2,0,2,4,6,1982,2006,1,1,3,4,1,1,4,1,845,0,0,845,1,0,2,1,4,0,2,0,0,0,0,0,0,0,6,2007,4,129500
60,10141,1,0,3,0,0,8,2,2,0,5,7,5,1998,1998,1,1,3,4,2,1,2,1,885,833,0,1718,2,1,3,1,7,1,2,0,94,0,0,291,0,0,12,2009,4,185000
20,10200,1,3,3,4,0,12,2,2,0,2,5,7,1954,2003,1,1,3,4,1,1,2,1,1086,0,0,1086,1,0,3,1,6,0,2,0,0,0,0,0,0,0,5,2010,4,144900
50,5790,1,3,3,0,0,17,2,2,0,5,3,6,1915,1950,2,1,2,2,1,1,2,0,840,765,0,1605,2,0,3,2,8,0,2,0,0,202,0,0,0,0,5,2010,4,107400
180,1596,1,3,3,4,0,10,2,2,3,7,4,5,1973,1973,1,1,3,4,1,1,4,1,526,462,0,988,1,0,2,1,5,0,2,120,101,0,0,0,0,0,11,2009,4,91000
20,8475,1,0,3,4,0,12,2,2,0,2,4,7,1956,1956,1,1,3,4,1,1,0,1,952,0,0,952,1,0,2,1,4,0,2,0,0,0,0,0,0,0,4,2008,4,135750
50,8635,1,3,3,4,0,3,2,2,0,0,5,5,1948,2001,1,1,3,4,1,1,4,1,1072,213,0,1285,1,0,2,1,6,0,2,0,0,0,0,0,0,0,1,2008,4,127000
90,10778,1,3,3,4,0,19,2,2,2,2,4,5,1968,1968,3,1,3,4,1,1,4,0,1768,0,0,1768,2,0,4,2,8,0,2,0,0,0,0,0,0,0,4,2010,4,136500
50,10440,1,3,3,0,0,17,2,2,0,5,5,6,1910,1981,1,1,3,4,2,1,2,1,682,548,0,1230,1,1,2,1,5,0,2,74,0,128,0,0,0,0,5,2009,4,110000
60,13000,1,3,3,0,0,12,2,2,0,5,6,6,1968,1968,1,1,3,2,1,1,4,1,1182,960,0,2142,2,1,4,1,8,1,2,0,72,0,0,252,0,0,6,2009,4,193500
120,4500,1,3,3,2,0,11,2,2,4,2,6,5,1998,1998,3,1,3,2,2,1,0,1,1337,0,0,1337,2,0,2,1,5,0,2,0,199,0,0,0,0,0,3,2006,4,153500
20,10206,1,3,3,4,0,21,2,2,0,2,8,5,2007,2007,1,1,3,4,2,1,0,1,1563,0,0,1563,2,0,3,1,6,1,2,144,99,0,0,0,0,0,10,2008,4,245000
20,8892,1,0,3,4,0,12,2,2,0,2,5,5,1960,1960,1,1,3,4,1,1,2,1,1065,0,0,1065,1,1,3,1,6,0,2,74,0,0,0,0,0,0,7,2007,4,126500
80,8530,1,0,3,4,0,8,2,2,0,7,7,5,1995,1996,1,1,3,4,2,1,2,1,804,670,0,1474,2,1,3,1,7,1,2,120,72,0,0,0,0,700,5,2009,4,168500
60,16059,1,3,3,0,0,15,2,2,0,5,8,5,1991,1992,3,1,2,4,1,1,0,1,1301,1116,0,2417,2,1,4,1,9,1,2,127,82,0,0,0,0,0,4,2006,4,260000
60,11911,1,1,3,4,0,8,2,2,0,5,6,5,2005,2005,1,1,2,4,2,1,0,1,684,876,0,1560,2,1,3,1,6,1,2,100,38,0,0,0,0,0,3,2009,4,174000
160,3951,1,3,3,0,0,21,2,2,4,5,6,5,2009,2009,1,1,2,4,2,1,0,1,612,612,0,1224,2,1,2,1,4,0,2,0,234,0,0,0,0,0,6,2009,5,164500
50,8470,1,0,3,0,0,9,1,1,0,0,3,2,1915,1982,3,1,1,1,1,1,4,0,1013,0,513,1526,1,0,2,1,6,0,0,0,0,156,0,0,0,0,10,2009,0,85000
20,8070,1,3,3,4,0,5,2,2,0,2,4,5,1994,1995,1,1,3,4,2,1,0,1,990,0,0,990,1,0,3,1,5,0,2,0,0,0,0,0,0,0,8,2007,4,123600
20,7200,1,3,3,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,4,3,1,4,1,1040,0,0,1040,1,0,2,1,4,0,2,0,29,0,0,0,0,0,7,2006,4,109900
20,8500,1,3,3,4,0,12,2,2,0,2,5,3,1961,1961,3,1,3,4,1,1,4,1,1235,0,0,1235,1,0,2,1,6,0,2,0,0,0,0,0,0,0,12,2006,0,98600
30,13360,1,0,1,4,0,6,2,2,0,2,5,7,1921,2006,1,1,3,2,0,1,0,1,964,0,0,964,1,0,2,1,5,0,2,0,0,44,0,0,0,0,8,2009,4,163500
190,7200,1,3,3,0,0,17,2,2,1,4,6,6,1910,1998,3,1,3,4,0,2,0,0,1260,1031,0,2291,2,0,4,2,9,1,2,0,0,0,0,99,0,0,11,2007,4,133900
60,9337,1,0,3,4,0,5,2,2,0,5,6,5,1997,1997,1,1,3,2,2,1,0,1,905,881,0,1786,2,1,3,1,7,0,2,0,162,0,0,0,0,0,5,2007,4,204750
60,9765,1,1,3,0,0,8,2,2,0,5,6,8,1993,1993,1,1,0,2,2,1,2,1,680,790,0,1470,2,1,3,1,6,1,2,232,63,0,0,0,0,480,4,2009,4,185000
20,10264,1,0,3,4,0,5,2,2,0,2,7,5,1999,1999,1,1,2,4,2,1,0,1,1588,0,0,1588,2,0,3,1,6,0,2,158,29,0,0,0,0,0,8,2006,4,214000
20,10921,1,3,1,4,0,7,2,2,0,2,4,5,1965,1965,3,1,3,4,1,1,4,1,960,0,0,960,1,0,3,1,6,0,1,120,0,0,0,0,0,0,5,2007,4,94750
30,10625,1,3,3,0,0,7,2,2,0,2,5,5,1920,1950,1,1,3,4,0,1,1,0,835,0,0,835,1,0,2,1,5,0,2,0,0,77,0,0,0,400,5,2010,0,83000
20,9320,1,0,3,4,0,12,2,2,0,2,4,5,1959,1959,1,1,3,4,1,1,1,1,1225,0,0,1225,1,1,3,1,6,0,2,352,0,0,0,0,0,400,1,2010,4,128950
20,10603,1,0,3,4,0,14,2,2,0,2,6,7,1977,2001,1,1,3,4,2,1,2,1,1610,0,0,1610,2,0,3,1,6,2,2,168,68,0,0,0,0,0,2,2010,4,205000
60,9206,1,3,3,4,0,20,2,2,0,5,6,5,1985,1985,1,1,2,4,1,1,4,1,977,755,0,1732,2,1,3,1,7,1,2,192,46,0,0,0,0,0,6,2010,4,178000
90,7018,1,3,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,3,1,3,1,4,1,1535,0,0,1535,2,0,4,2,8,0,2,0,0,0,0,0,0,0,6,2009,2,118964
20,10402,1,0,3,0,0,5,2,2,0,2,7,5,2009,2009,1,1,3,4,2,1,0,1,1226,0,0,1226,2,0,3,1,6,0,2,0,36,0,0,0,0,0,5,2010,4,198900
50,7758,1,3,3,0,0,9,2,2,0,0,7,4,1931,1950,1,1,3,1,2,1,0,1,1226,592,0,1818,1,1,4,1,7,2,2,0,0,0,0,184,0,0,6,2007,4,169500
60,9375,1,3,3,4,0,21,2,2,0,5,8,5,2003,2004,3,1,2,4,2,1,0,1,1053,939,0,1992,2,1,3,1,9,1,2,140,45,0,0,0,0,0,8,2008,4,250000
30,10800,1,3,3,4,0,17,2,2,0,2,4,7,1885,1995,4,1,3,4,0,1,2,1,1047,0,0,1047,1,0,2,1,6,0,0,0,0,0,0,0,0,450,8,2007,4,100000
20,6000,1,3,3,4,0,17,2,2,0,2,5,5,1948,1950,1,1,3,4,1,1,0,1,789,0,0,789,1,0,2,1,5,0,2,0,0,0,0,0,0,0,4,2008,5,115000
50,8500,1,3,3,0,0,9,0,2,0,0,5,7,1919,2005,1,1,3,4,1,2,4,0,997,520,0,1517,2,0,3,1,7,0,0,0,0,144,0,0,0,0,8,2007,4,115000
20,11751,1,0,3,4,0,14,2,2,0,2,6,6,1977,1977,3,1,3,4,1,1,0,1,1844,0,0,1844,2,0,3,1,7,1,2,0,122,0,0,0,0,0,1,2010,4,190000
50,9525,1,3,3,4,0,7,2,2,0,0,6,4,1954,1972,1,1,3,4,1,1,2,1,1216,639,0,1855,2,0,4,1,7,0,2,182,0,0,0,0,0,0,10,2006,4,136900
80,7750,1,0,3,4,0,8,2,2,0,7,7,5,2000,2000,1,1,3,4,2,1,0,1,774,656,0,1430,2,1,3,1,7,1,2,180,0,0,0,0,0,0,4,2010,4,180000
60,9965,1,3,3,4,0,5,2,2,0,5,7,5,2007,2007,1,1,2,4,2,1,0,1,1282,1414,0,2696,2,1,4,1,10,1,2,120,184,0,0,168,0,0,10,2007,5,383970
20,21000,1,3,0,0,0,6,2,2,0,2,6,5,1953,1953,3,1,3,2,1,1,4,1,2259,0,0,2259,2,0,3,1,7,2,2,166,120,192,0,0,0,0,10,2007,0,217000
70,7259,1,0,3,4,1,6,2,2,0,5,6,8,1945,2002,2,1,3,4,1,1,0,1,1436,884,0,2320,2,1,3,1,9,1,2,224,0,0,0,0,0,0,7,2007,4,259500
160,3230,1,3,3,0,0,21,2,2,4,5,6,5,1999,1999,1,1,3,4,2,1,2,1,729,729,0,1458,2,1,2,1,5,1,2,0,32,0,0,0,0,0,6,2007,4,176000
20,11616,1,3,3,4,0,19,2,2,0,2,5,5,1962,1962,1,1,3,4,1,1,4,1,1092,0,0,1092,1,0,3,1,6,1,2,0,20,144,0,0,0,0,9,2009,4,139000
20,8536,1,3,3,0,0,7,2,2,0,2,5,5,2006,2007,1,1,3,4,2,1,2,1,1125,0,0,1125,1,1,2,1,5,0,2,80,64,0,0,0,0,0,4,2007,5,155000
60,12376,1,3,3,0,0,20,2,2,0,5,7,5,1990,1990,3,1,3,4,2,1,2,1,1699,1523,0,3222,3,0,5,1,11,2,2,367,0,0,0,0,0,0,5,2010,4,320000
60,8461,1,3,3,4,0,5,2,2,0,5,6,5,2005,2006,1,1,2,4,2,1,0,1,728,728,0,1456,2,1,3,1,8,1,2,0,24,0,0,0,0,0,7,2006,5,163990
80,21453,1,0,2,1,2,4,2,2,0,7,6,5,1969,1969,0,3,3,4,1,1,0,1,988,0,0,988,1,0,1,1,4,2,2,0,130,0,130,0,0,0,10,2006,4,180000
50,6060,1,3,3,4,0,9,2,2,0,0,4,5,1939,1950,1,1,3,4,2,1,2,1,772,351,0,1123,1,0,3,1,4,0,1,0,0,140,0,0,0,0,6,2007,4,100000
20,9464,1,3,3,0,0,12,2,2,0,2,6,7,1958,1958,3,1,3,2,1,1,2,1,1080,0,0,1080,1,0,3,1,5,0,2,0,0,0,0,130,0,0,6,2008,4,136000
120,7892,1,3,3,4,0,20,2,2,4,2,6,5,1993,1993,1,1,2,4,2,1,0,1,1199,0,0,1199,2,0,2,1,5,0,2,0,63,0,0,0,0,0,3,2008,4,153900
20,17043,1,0,3,1,0,14,2,2,0,2,6,5,1979,1998,1,1,3,2,1,1,4,1,1586,0,0,1586,2,0,3,1,7,1,2,192,0,0,0,0,0,0,1,2009,4,181000
190,6780,1,3,3,4,0,9,2,2,1,0,6,8,1935,1982,1,1,3,1,1,1,2,0,520,0,234,754,1,0,2,1,5,0,0,53,0,0,0,0,0,0,6,2006,4,84500
120,4928,1,0,3,4,0,13,2,2,4,2,6,5,1976,1976,1,1,3,4,1,1,4,1,958,0,0,958,2,0,2,1,5,1,2,0,205,0,0,0,0,0,2,2007,4,128000
45,4388,1,0,0,4,0,17,1,2,0,1,5,7,1930,1950,1,1,3,2,0,1,0,1,840,0,0,840,1,0,3,1,5,1,0,0,0,0,0,0,0,0,6,2007,4,87000
60,7590,1,3,3,4,0,12,4,2,0,5,6,5,1966,1966,1,1,3,4,1,1,4,1,660,688,0,1348,1,1,3,1,6,1,2,188,108,0,0,0,0,0,7,2006,4,155000
20,8973,1,3,3,4,0,12,2,2,0,2,5,7,1958,1991,1,1,3,4,1,1,4,1,1053,0,0,1053,1,1,3,1,6,0,2,0,80,0,180,0,0,0,7,2006,0,150000
60,14200,1,3,3,0,0,12,2,2,0,5,7,6,1966,1966,1,1,3,4,1,1,0,1,1216,941,0,2157,2,1,4,1,8,2,2,105,66,0,0,0,0,0,5,2006,4,226000
60,12224,1,0,3,0,0,8,2,2,0,5,6,5,2000,2000,1,1,2,4,2,1,0,1,1022,1032,0,2054,2,1,3,1,7,1,2,24,48,0,0,0,0,0,7,2009,4,244000
20,7388,1,3,3,0,0,12,2,2,0,2,5,6,1959,2002,1,1,3,4,1,1,2,1,1327,0,0,1327,1,0,3,1,7,0,2,0,0,0,0,0,0,0,7,2007,4,150750
20,6853,1,0,3,4,0,23,2,2,0,2,8,5,2001,2002,1,1,2,4,2,1,0,1,1296,0,0,1296,2,0,2,1,6,0,2,192,25,0,0,0,0,0,6,2009,4,220000
20,10335,1,0,3,4,0,19,2,2,0,2,5,6,1968,1993,1,1,3,4,1,1,2,1,1721,0,0,1721,2,1,3,1,7,1,2,0,96,180,0,0,0,0,7,2006,4,180000
